@RELATION Weka

@ATTRIBUTE    charlength  REAL
@ATTRIBUTE    currencycount  REAL
@ATTRIBUTE    numstring  REAL
@ATTRIBUTE    freqword  REAL
@ATTRIBUTE    score   {ham,spam}

@data
158,0,6,3,spam
45,0,0,1,ham
54,0,0,1,ham
22,0,0,1,ham
22,0,0,1,ham
67,0,0,2,ham
42,0,0,1,ham
179,0,0,3,ham
22,0,0,1,ham
82,0,1,2,ham
22,0,0,1,ham
100,1,3,1,spam
163,0,0,2,ham
46,0,2,2,ham
158,0,0,4,ham
32,0,0,1,ham
71,0,0,2,ham
34,0,0,1,ham
104,0,0,2,ham
9,0,0,1,ham
95,0,1,1,ham
29,0,0,1,ham
155,0,0,3,ham
24,0,0,2,ham
41,0,0,1,ham
106,0,1,2,ham
32,0,0,1,ham
112,0,2,2,ham
47,0,0,1,ham
28,0,0,1,ham
30,0,0,1,ham
289,0,4,4,ham
80,0,0,2,ham
70,0,0,3,ham
101,0,3,1,spam
122,0,0,2,ham
59,0,0,1,ham
58,0,0,1,ham
21,0,0,1,ham
27,0,0,1,ham
35,0,0,1,ham
31,0,1,1,ham
156,0,2,1,spam
66,0,0,2,ham
70,0,0,2,spam
65,0,0,1,ham
95,0,1,1,ham
32,0,0,1,ham
23,0,0,1,ham
36,0,1,1,ham
55,0,0,1,ham
140,0,1,4,ham
144,0,0,3,ham
30,0,0,1,ham
28,0,0,1,ham
83,0,0,1,ham
40,0,0,1,ham
32,0,2,1,ham
61,0,0,2,ham
116,0,0,3,ham
160,0,7,1,spam
153,0,3,2,spam
36,0,0,1,ham
36,0,1,1,ham
37,0,0,1,ham
54,0,1,1,ham
46,0,0,1,ham
134,1,3,2,spam
65,0,0,1,ham
131,1,7,3,spam
37,0,1,1,ham
39,0,0,8,ham
44,0,0,1,ham
82,0,0,2,ham
23,0,0,1,ham
155,0,0,2,ham
153,0,5,2,spam
153,0,1,3,ham
44,0,0,1,ham
117,1,0,2,ham
55,0,1,1,ham
126,0,0,3,ham
137,1,3,1,spam
109,0,0,3,ham
65,0,0,2,ham
16,0,0,1,ham
50,0,0,1,ham
46,0,0,1,ham
4,0,0,1,ham
35,0,0,1,ham
95,0,2,1,ham
57,0,0,1,ham
132,0,2,2,ham
56,0,1,2,ham
62,0,0,1,ham
25,0,0,1,ham
38,0,0,1,ham
46,0,0,1,ham
156,2,7,3,spam
32,0,0,1,ham
49,0,0,1,ham
243,0,0,7,ham
42,0,2,1,ham
41,0,0,1,ham
51,0,0,1,ham
81,2,3,1,ham
173,0,4,2,spam
9,0,0,1,ham
136,0,0,2,ham
9,0,0,1,ham
25,0,1,1,ham
27,0,0,1,ham
107,1,4,1,spam
45,0,0,1,ham
115,0,0,2,ham
65,0,0,1,ham
139,0,1,3,ham
28,0,0,1,ham
154,1,11,1,spam
30,0,0,1,ham
53,0,0,1,ham
59,0,0,2,ham
44,0,0,1,ham
26,0,0,1,ham
85,0,0,2,ham
23,0,0,1,ham
27,0,0,2,ham
47,0,1,1,ham
147,1,7,2,spam
49,0,0,2,ham
126,0,0,2,ham
32,0,0,1,ham
22,0,0,1,ham
107,0,0,2,ham
46,0,0,1,ham
96,0,0,1,ham
157,0,0,2,ham
50,0,0,1,ham
63,0,0,1,ham
29,0,0,1,ham
87,0,0,2,ham
27,0,0,1,ham
33,0,0,1,ham
33,0,0,1,ham
27,0,0,1,ham
26,0,0,1,ham
5,0,0,1,ham
33,0,0,1,ham
34,0,0,1,ham
130,0,0,4,spam
165,0,10,2,spam
29,0,0,1,ham
30,0,0,1,ham
140,0,0,3,ham
34,0,0,1,ham
163,1,6,2,spam
130,0,1,2,spam
117,0,0,2,ham
45,0,0,1,ham
27,0,0,1,ham
153,0,0,4,ham
41,0,1,1,ham
136,0,0,5,ham
56,0,0,1,ham
64,0,0,2,ham
50,0,1,1,ham
136,0,3,1,spam
444,0,11,4,ham
27,0,0,1,ham
106,0,0,5,ham
66,0,0,1,ham
54,0,1,1,ham
158,1,4,1,spam
88,0,0,1,ham
4,0,0,1,ham
54,0,0,2,ham
56,0,0,1,ham
153,0,6,2,spam
27,0,1,1,ham
158,0,7,3,spam
95,0,0,1,ham
95,0,0,2,ham
52,0,0,2,ham
80,0,1,2,ham
63,0,0,2,ham
25,1,2,1,spam
73,0,0,1,ham
165,0,2,3,ham
169,0,0,3,ham
57,0,0,1,ham
56,0,1,1,ham
156,0,2,2,spam
113,0,0,3,ham
50,0,0,1,ham
160,0,4,2,spam
23,0,0,1,ham
24,0,0,1,ham
118,0,3,2,spam
179,0,0,2,ham
101,0,0,2,ham
54,0,0,1,ham
96,0,0,1,ham
59,0,0,1,ham
166,0,0,2,ham
14,0,0,1,ham
135,0,3,2,spam
46,0,0,1,ham
9,0,0,1,ham
46,0,0,1,ham
84,0,0,1,ham
71,0,0,2,ham
20,0,0,1,ham
44,0,0,1,ham
46,0,0,2,ham
35,0,0,1,ham
154,1,7,1,spam
166,1,6,2,spam
28,0,0,1,ham
53,0,0,1,ham
82,0,0,2,ham
26,0,0,1,ham
48,0,0,1,ham
29,0,0,1,ham
41,0,0,1,ham
99,0,0,3,ham
55,0,0,2,ham
22,0,0,1,ham
15,0,0,1,ham
158,0,7,2,spam
119,0,0,2,ham
154,0,0,3,ham
25,0,0,2,ham
29,0,1,1,ham
29,0,0,1,ham
28,0,0,1,ham
89,0,0,2,ham
56,0,0,2,ham
53,0,2,1,ham
37,0,1,1,ham
26,0,0,1,ham
129,0,0,3,ham
69,0,0,1,ham
21,0,0,1,ham
89,0,0,1,ham
37,0,0,1,ham
39,0,1,1,ham
102,0,0,2,ham
42,0,0,1,ham
63,0,0,2,ham
50,0,0,1,ham
163,0,0,2,ham
200,0,0,3,ham
41,0,0,1,ham
155,0,6,2,spam
38,0,0,2,ham
26,0,0,1,ham
141,0,2,2,spam
29,0,0,1,ham
16,0,0,1,ham
23,0,0,1,ham
124,0,0,2,spam
46,0,0,1,ham
31,0,0,1,ham
28,0,0,1,ham
118,0,0,2,ham
124,1,5,2,spam
29,0,0,1,ham
63,0,1,2,ham
106,0,0,2,ham
121,0,0,2,ham
44,0,1,1,ham
22,0,0,1,ham
22,0,0,1,ham
116,0,0,3,ham
78,0,1,1,ham
59,0,0,2,ham
43,0,0,1,ham
131,3,7,2,spam
118,0,0,2,ham
57,0,0,1,ham
45,0,0,1,ham
142,0,0,2,ham
32,0,0,1,ham
69,0,0,1,ham
79,0,0,1,ham
149,0,0,2,ham
63,0,0,2,ham
155,0,0,2,ham
29,0,0,1,ham
145,0,0,4,ham
33,0,0,1,spam
22,0,0,1,ham
32,0,0,1,ham
10,0,0,1,ham
158,0,2,3,spam
61,0,0,1,ham
57,0,1,1,ham
36,0,0,1,ham
52,0,0,1,ham
163,0,0,2,ham
133,0,0,2,ham
55,0,0,2,ham
57,0,1,2,ham
68,0,0,1,ham
160,0,9,3,spam
123,0,1,2,ham
111,0,0,2,ham
137,0,2,2,spam
37,0,0,1,ham
152,0,0,2,spam
74,0,1,2,ham
47,0,0,1,ham
158,1,5,1,spam
9,0,0,1,ham
149,0,0,2,ham
44,0,0,1,ham
160,0,10,2,spam
23,0,0,1,ham
26,0,1,1,ham
35,0,0,1,ham
111,1,5,2,spam
29,0,0,1,ham
131,0,0,1,ham
28,0,0,1,ham
23,0,1,1,ham
52,0,0,1,ham
53,0,0,1,ham
131,0,0,5,ham
11,0,0,1,ham
27,0,0,1,ham
88,0,0,2,ham
166,0,2,4,ham
42,0,0,1,ham
32,0,0,1,ham
157,0,6,3,spam
588,0,2,12,ham
151,0,6,2,spam
74,0,0,1,ham
39,0,0,1,ham
26,0,0,1,ham
57,0,1,1,ham
54,0,0,1,ham
94,0,0,2,ham
276,0,0,9,ham
82,0,0,2,ham
160,0,1,3,ham
151,0,0,2,ham
60,0,0,2,ham
51,0,0,1,ham
52,0,1,1,spam
138,0,0,2,ham
104,0,0,2,ham
75,0,0,2,ham
29,0,0,1,ham
142,0,0,2,ham
40,0,0,1,ham
166,0,0,2,ham
152,0,6,2,spam
130,0,1,3,ham
15,0,0,1,ham
31,0,0,1,ham
52,0,0,1,ham
234,0,0,2,ham
50,0,0,2,ham
103,0,0,1,ham
140,0,6,2,spam
25,0,0,1,ham
154,2,7,1,spam
49,0,0,2,ham
47,0,0,1,ham
27,0,0,1,ham
77,0,0,2,ham
28,0,0,1,ham
34,0,0,1,ham
22,0,0,1,ham
95,0,0,3,ham
22,0,0,1,ham
54,0,0,1,ham
67,0,0,1,ham
73,0,2,1,ham
56,0,0,1,ham
32,0,0,1,ham
25,0,0,1,ham
163,0,4,2,spam
66,0,0,1,ham
43,0,1,1,ham
121,0,2,2,ham
55,0,0,1,ham
139,0,7,2,spam
126,0,0,2,ham
27,0,0,1,ham
141,0,1,5,ham
111,0,0,2,ham
109,0,0,1,ham
6,0,0,1,ham
142,0,0,1,ham
137,1,4,1,spam
46,0,0,1,ham
32,0,0,1,ham
89,0,0,2,ham
64,0,0,1,ham
148,0,2,1,spam
77,0,1,1,ham
47,0,0,1,ham
42,0,0,2,ham
29,0,0,1,ham
37,0,0,1,ham
86,0,2,1,ham
47,0,0,1,ham
33,0,0,1,ham
23,0,0,1,ham
67,0,0,2,ham
32,0,0,1,ham
31,0,0,1,ham
25,0,0,1,ham
11,0,0,1,ham
129,0,0,2,ham
33,0,0,1,ham
30,0,0,1,ham
183,0,14,3,ham
156,0,1,1,ham
47,0,1,2,ham
32,0,0,1,ham
135,0,0,2,ham
101,0,0,1,ham
59,0,0,1,ham
43,0,0,1,ham
48,0,2,1,spam
95,0,1,3,ham
142,0,1,1,ham
38,0,0,1,ham
100,0,1,2,spam
327,0,0,4,ham
29,0,2,1,ham
36,0,0,1,ham
87,0,1,1,ham
35,0,0,1,ham
62,0,0,3,ham
32,0,0,1,ham
24,0,0,1,ham
120,1,7,1,spam
112,0,0,2,ham
57,0,1,1,ham
26,0,0,1,ham
110,0,0,1,ham
147,0,4,2,spam
147,0,0,5,ham
32,0,0,1,ham
151,0,1,5,ham
40,0,0,1,ham
30,0,0,2,ham
135,0,0,3,spam
94,0,0,1,ham
28,0,0,1,ham
164,0,0,3,ham
38,0,0,1,ham
46,0,0,1,ham
23,0,0,1,ham
316,0,2,3,ham
65,0,0,1,ham
24,0,0,1,ham
42,0,0,1,ham
45,0,0,1,ham
54,0,1,3,ham
26,0,0,1,ham
60,0,1,1,ham
159,0,6,3,spam
141,0,1,3,ham
151,0,8,5,ham
35,0,0,1,ham
32,0,0,1,ham
143,0,1,3,ham
60,0,0,1,ham
107,1,2,3,spam
96,0,0,2,ham
30,0,0,1,ham
147,0,8,2,spam
126,0,0,2,ham
122,0,6,2,spam
41,0,0,1,ham
30,0,0,1,ham
157,0,0,2,ham
71,0,0,1,ham
112,0,0,2,ham
43,0,0,1,ham
14,0,1,1,ham
49,0,0,1,ham
47,0,0,1,ham
134,0,2,2,spam
42,0,0,1,ham
26,0,0,1,ham
111,1,5,2,spam
23,0,0,1,ham
30,0,0,1,ham
108,0,0,3,ham
164,2,5,1,spam
110,0,6,1,spam
119,0,0,1,ham
37,0,0,1,ham
75,0,0,1,ham
152,0,5,3,spam
46,0,1,1,ham
51,0,0,1,ham
461,0,1,15,ham
127,0,0,1,ham
44,0,0,1,ham
34,0,1,1,ham
72,0,0,3,ham
30,0,0,1,ham
27,0,0,1,ham
48,0,0,4,ham
90,0,0,1,ham
50,0,0,1,ham
47,0,0,1,ham
22,0,0,1,ham
41,0,0,2,ham
37,0,0,1,ham
173,0,0,2,ham
95,0,2,2,ham
69,0,0,1,ham
27,0,0,1,ham
47,0,0,1,ham
93,0,0,1,ham
32,0,0,1,ham
48,0,0,1,ham
63,0,0,2,ham
73,0,0,2,ham
295,0,0,3,ham
39,0,0,1,ham
120,0,0,3,ham
43,1,3,1,ham
169,0,2,2,ham
101,0,0,1,ham
32,0,0,1,ham
150,0,1,2,ham
40,0,0,1,ham
85,0,0,2,ham
2,0,0,1,ham
131,0,0,4,ham
49,0,0,1,ham
32,0,0,1,ham
29,0,0,1,ham
153,1,6,1,spam
24,0,0,1,ham
74,0,0,1,ham
141,0,0,2,spam
242,0,0,2,ham
40,0,0,1,ham
66,0,0,1,ham
25,0,0,1,ham
147,0,2,2,spam
26,0,0,1,ham
27,0,0,1,ham
121,0,1,2,spam
23,0,0,1,ham
38,0,0,1,ham
34,0,0,2,ham
55,0,1,2,ham
46,0,0,1,ham
22,0,0,1,ham
42,0,0,1,ham
35,0,0,1,ham
53,0,0,1,ham
112,0,0,2,ham
39,0,0,1,ham
38,0,0,1,ham
129,0,0,3,ham
67,0,0,1,ham
147,0,0,3,ham
61,0,0,2,ham
38,0,0,1,ham
82,0,4,3,ham
15,0,0,1,ham
153,0,0,5,ham
42,0,0,1,ham
155,0,0,2,ham
50,0,0,1,ham
52,0,0,1,ham
140,0,3,2,spam
54,0,0,1,ham
49,0,1,1,ham
67,0,2,1,ham
139,0,0,3,ham
110,0,0,3,ham
37,0,0,1,ham
40,0,0,1,ham
25,0,0,1,ham
113,0,0,2,ham
28,0,0,1,ham
48,0,0,2,ham
58,0,0,1,ham
66,0,0,1,ham
26,0,0,1,ham
297,0,0,6,ham
148,0,0,2,ham
149,0,1,1,ham
154,0,0,4,ham
112,0,4,2,spam
78,0,0,2,ham
35,0,0,1,ham
31,0,0,1,ham
70,0,0,1,ham
33,0,1,1,ham
35,0,0,1,ham
23,0,0,1,ham
76,0,0,2,ham
24,0,0,1,ham
41,0,0,1,ham
48,0,0,1,ham
143,0,4,3,spam
59,0,0,3,ham
53,0,0,1,ham
139,0,9,2,spam
19,0,1,1,ham
51,0,0,1,ham
122,0,0,2,ham
53,0,0,1,ham
22,0,1,1,ham
156,0,2,3,spam
155,0,0,2,ham
25,0,0,1,ham
39,0,0,1,ham
119,0,0,4,ham
104,0,0,1,ham
45,0,0,2,ham
18,0,0,1,ham
19,0,0,1,ham
144,0,2,3,spam
30,0,0,1,ham
91,0,1,1,ham
156,0,1,4,ham
45,0,0,1,ham
42,0,0,1,ham
116,0,2,1,ham
113,0,0,3,ham
137,0,1,2,ham
38,0,0,1,ham
43,0,0,1,ham
29,0,0,1,ham
145,0,6,2,spam
61,0,0,1,ham
160,0,7,2,spam
5,0,0,1,ham
33,0,0,1,ham
41,0,0,1,ham
60,0,0,1,ham
44,0,0,2,ham
32,0,0,1,ham
87,0,0,1,ham
66,0,0,1,ham
152,1,7,2,spam
148,0,0,2,ham
56,0,0,1,ham
101,0,6,1,spam
148,0,0,3,ham
55,0,0,1,ham
35,0,0,1,ham
31,0,0,1,ham
38,0,1,1,ham
59,0,0,1,ham
114,0,0,2,spam
27,0,0,1,ham
159,1,5,4,spam
55,0,0,1,ham
30,0,0,1,ham
33,0,0,2,ham
92,0,2,2,ham
59,0,0,1,ham
160,0,0,2,ham
130,0,0,4,ham
112,0,2,3,ham
52,0,0,1,ham
65,0,1,1,ham
59,0,0,1,ham
23,0,0,1,ham
153,0,6,2,spam
41,0,1,1,ham
137,0,1,2,ham
148,2,6,2,spam
35,0,0,1,ham
69,0,0,1,ham
68,0,0,2,ham
68,0,0,1,ham
49,0,0,1,ham
96,0,0,1,ham
46,0,2,1,ham
47,0,0,1,ham
50,0,0,1,ham
28,0,0,1,ham
110,0,0,2,ham
97,0,0,1,ham
46,0,0,1,ham
90,0,0,2,ham
13,0,0,1,ham
41,0,0,1,ham
65,0,0,2,ham
134,0,4,3,ham
145,0,1,3,ham
131,0,2,2,ham
33,0,0,1,ham
14,0,0,1,ham
105,0,0,3,ham
42,0,0,1,ham
159,1,4,1,spam
40,0,0,1,ham
47,0,0,1,ham
80,0,0,2,ham
72,0,0,1,ham
157,0,4,3,spam
150,0,0,2,ham
33,0,0,1,ham
33,0,0,1,ham
32,0,0,2,ham
281,0,9,5,ham
44,0,0,1,ham
136,0,9,3,spam
142,0,7,2,spam
102,0,0,2,ham
34,0,0,1,ham
73,0,0,1,ham
149,0,0,2,ham
20,0,0,1,ham
22,0,0,1,ham
92,0,0,2,ham
86,0,0,2,ham
28,0,0,1,ham
40,0,0,1,ham
132,0,0,1,ham
47,0,0,2,ham
66,0,0,1,ham
63,0,0,1,ham
147,0,3,5,ham
47,0,0,1,ham
151,0,5,4,ham
37,0,0,1,ham
41,0,0,1,ham
32,0,0,1,ham
24,0,0,1,ham
29,0,0,1,ham
50,0,1,1,ham
35,0,0,1,ham
38,0,0,1,ham
41,0,0,1,ham
118,0,0,3,ham
57,0,0,3,ham
115,0,0,3,ham
157,1,5,1,spam
51,0,0,1,ham
82,0,0,2,ham
29,0,0,1,ham
23,0,0,1,ham
72,0,0,1,ham
173,0,6,3,spam
72,0,0,2,ham
33,0,0,1,ham
111,0,0,2,ham
34,0,0,1,ham
86,0,0,2,ham
50,0,2,1,spam
121,0,0,3,ham
61,0,0,1,ham
14,0,0,1,ham
120,0,0,2,ham
78,0,0,1,ham
50,0,0,2,ham
27,0,0,1,ham
444,0,11,4,ham
79,0,0,3,ham
84,0,0,2,ham
62,0,0,2,ham
33,0,0,1,ham
68,0,0,2,ham
107,0,0,2,ham
37,0,0,1,ham
132,0,0,1,ham
139,0,5,1,spam
105,0,2,1,spam
69,0,3,1,ham
83,0,0,1,ham
38,0,0,2,ham
114,0,2,2,ham
151,0,0,2,ham
80,0,0,2,ham
80,0,2,2,ham
157,0,4,2,spam
134,0,2,2,spam
158,0,0,3,ham
35,0,0,1,ham
40,0,0,1,spam
165,0,0,3,ham
42,0,0,1,ham
153,0,0,1,ham
320,0,10,2,ham
93,0,3,1,ham
148,0,0,2,ham
50,0,0,1,ham
72,0,0,2,ham
55,0,0,1,ham
158,0,0,2,ham
54,0,0,2,ham
113,0,0,1,ham
70,0,1,2,ham
146,0,2,3,spam
77,0,0,2,ham
72,0,0,1,ham
33,0,0,1,ham
32,0,0,1,ham
91,0,0,1,ham
22,0,0,2,ham
148,0,0,2,ham
145,0,1,3,ham
126,0,0,2,ham
28,0,0,1,ham
52,0,0,1,ham
36,0,1,1,ham
126,0,1,2,ham
47,0,0,1,ham
27,0,0,1,ham
41,0,0,1,ham
129,0,1,1,ham
140,0,4,2,spam
83,0,0,2,ham
41,0,0,1,ham
28,0,0,1,ham
34,0,0,1,ham
39,0,0,1,ham
54,0,0,2,ham
90,0,0,1,ham
35,0,0,2,ham
34,0,0,1,ham
91,0,0,3,ham
52,0,0,1,ham
45,0,0,2,ham
54,0,0,1,ham
77,0,0,2,ham
22,0,0,1,ham
22,0,0,1,ham
368,0,1,3,ham
28,0,0,1,ham
82,0,0,2,ham
55,0,0,1,ham
68,0,0,1,ham
29,0,1,1,ham
115,0,0,2,ham
67,0,0,1,ham
96,0,0,2,ham
78,0,1,1,spam
25,0,0,1,ham
104,0,0,4,ham
44,0,0,1,ham
18,0,0,1,ham
47,0,0,1,ham
22,0,0,1,ham
31,0,0,1,ham
39,0,0,1,ham
40,0,0,1,ham
69,0,0,1,ham
79,0,0,2,ham
117,0,0,4,ham
38,0,0,1,ham
65,0,0,1,ham
23,0,0,2,ham
3,0,0,1,ham
151,0,0,2,ham
58,0,0,1,ham
24,0,0,1,ham
31,0,0,1,ham
33,0,0,1,ham
150,1,8,1,spam
54,0,0,1,ham
60,0,0,1,ham
160,0,2,2,spam
9,0,0,1,ham
71,0,0,1,ham
28,0,0,1,ham
41,0,1,1,ham
29,0,0,1,ham
81,0,1,1,spam
34,0,0,1,ham
31,0,0,1,ham
11,0,0,1,ham
129,0,0,3,ham
11,0,0,1,ham
127,1,3,1,spam
28,0,0,1,ham
47,0,0,1,ham
59,0,1,1,ham
153,1,2,2,spam
31,0,0,1,ham
141,0,0,3,ham
44,0,0,1,ham
65,0,2,2,ham
22,0,0,1,ham
80,0,3,2,ham
158,0,0,2,ham
157,0,4,3,spam
120,0,0,2,ham
131,0,0,2,ham
40,0,0,1,ham
52,0,0,1,ham
34,0,0,2,ham
23,0,0,1,ham
29,0,0,1,ham
48,0,0,1,ham
38,0,1,1,ham
136,0,0,2,spam
157,0,4,2,spam
153,1,2,2,spam
64,0,1,1,spam
160,0,4,2,spam
158,1,1,2,spam
161,1,8,2,spam
31,0,0,1,ham
86,0,0,1,ham
34,0,0,1,ham
54,0,0,1,ham
193,0,0,2,ham
34,0,0,1,ham
124,0,1,4,ham
106,0,2,1,spam
152,0,0,2,ham
65,0,1,1,ham
101,0,0,1,ham
51,0,0,1,ham
29,0,0,1,ham
25,0,0,1,ham
78,0,0,1,ham
30,0,0,1,ham
139,0,2,2,spam
153,0,0,1,spam
135,0,1,3,ham
44,0,0,2,ham
89,0,0,1,ham
142,0,0,1,ham
49,0,0,1,ham
54,0,0,1,ham
19,0,0,2,ham
34,0,0,1,ham
107,0,2,1,ham
24,0,0,1,ham
274,0,0,2,ham
118,0,0,3,ham
158,0,2,2,ham
28,0,0,1,ham
127,0,1,2,ham
52,0,0,2,ham
153,0,3,2,spam
131,0,1,2,ham
155,0,8,4,ham
101,0,1,1,spam
73,0,0,2,ham
8,0,0,1,ham
57,0,0,1,ham
106,0,0,2,ham
157,1,4,1,spam
56,0,0,1,ham
49,0,0,1,ham
27,0,0,1,ham
176,0,0,4,ham
92,0,0,2,ham
31,0,0,1,ham
38,0,0,1,ham
156,0,0,2,ham
66,0,0,1,ham
180,0,0,3,ham
63,0,0,1,ham
59,0,0,1,ham
25,0,0,1,ham
24,0,0,1,ham
148,0,3,2,spam
149,0,0,2,ham
165,0,1,2,ham
63,0,0,1,ham
32,0,0,1,ham
29,0,0,1,ham
35,0,0,2,ham
22,0,0,1,ham
105,0,1,3,ham
3,0,0,1,ham
126,0,0,2,ham
31,0,0,1,ham
140,0,4,2,spam
161,0,11,2,spam
75,0,0,1,ham
121,0,0,2,ham
75,0,0,2,ham
95,0,0,2,ham
156,1,3,1,spam
114,0,0,2,ham
26,0,0,1,ham
48,0,1,1,ham
25,0,0,1,ham
38,0,0,1,ham
7,0,0,1,ham
125,0,0,2,ham
189,0,4,3,ham
125,0,3,2,ham
55,0,0,1,ham
38,0,0,1,ham
29,0,0,1,ham
46,0,0,1,ham
62,0,0,2,ham
32,0,0,1,ham
194,0,0,3,ham
287,0,0,4,ham
37,0,0,1,ham
42,0,0,1,ham
70,0,1,2,ham
77,0,0,1,ham
115,0,1,3,ham
15,0,0,1,ham
49,0,0,1,ham
53,0,1,2,ham
159,0,6,3,ham
33,0,0,1,ham
150,1,5,2,spam
157,0,2,2,spam
87,0,2,2,ham
36,0,0,1,ham
134,0,0,3,ham
22,0,0,1,ham
26,0,0,1,ham
24,0,0,1,ham
97,0,1,2,ham
153,0,0,3,ham
139,0,1,2,ham
45,0,0,1,ham
69,0,1,1,ham
40,0,0,1,ham
30,0,1,1,ham
40,0,0,2,ham
84,0,0,1,ham
25,0,0,2,ham
140,0,1,3,ham
152,0,8,2,spam
123,0,1,2,ham
85,1,0,2,ham
69,0,0,1,ham
23,0,0,1,ham
25,0,0,1,ham
24,0,1,1,ham
30,0,0,1,ham
162,1,12,2,spam
28,0,0,1,ham
43,0,0,1,ham
39,0,0,1,ham
157,1,5,1,spam
83,0,0,2,ham
68,0,4,2,spam
73,0,0,2,ham
133,3,6,3,spam
47,0,0,1,ham
322,0,6,3,ham
59,0,0,2,ham
134,1,2,2,spam
42,0,0,1,ham
31,0,0,1,ham
145,1,5,1,spam
30,0,0,1,ham
36,0,0,1,ham
149,0,2,2,spam
29,0,0,1,ham
59,0,0,1,ham
154,0,0,2,ham
47,0,0,1,ham
87,0,0,2,ham
126,0,0,3,ham
128,0,0,2,ham
12,0,1,1,ham
53,0,0,1,ham
41,0,0,1,ham
143,1,5,1,spam
176,0,0,4,ham
155,0,2,3,spam
99,0,0,2,ham
72,0,0,1,ham
123,0,0,2,ham
69,0,0,2,ham
39,0,0,1,ham
17,0,0,1,ham
22,0,0,1,ham
157,0,4,3,spam
48,0,1,1,ham
38,0,0,1,ham
115,1,3,2,spam
30,0,0,1,ham
38,0,0,1,ham
25,0,0,1,ham
28,0,0,1,ham
46,0,0,1,ham
72,0,0,2,ham
41,0,0,1,ham
31,0,0,1,ham
59,0,0,2,ham
28,0,0,1,ham
30,0,0,1,ham
131,0,0,2,ham
55,0,0,1,ham
32,0,0,1,ham
138,0,0,2,ham
125,0,0,2,ham
13,0,0,1,ham
81,0,0,3,ham
155,0,0,2,ham
74,0,1,1,ham
34,0,0,2,ham
166,0,7,3,spam
84,0,0,2,ham
190,0,0,3,ham
42,0,0,1,ham
37,0,0,1,ham
38,0,0,1,ham
87,0,0,2,ham
43,0,0,1,ham
73,0,0,2,ham
65,0,0,2,ham
36,0,0,1,ham
157,1,5,2,spam
38,0,0,2,ham
27,0,0,1,ham
21,0,0,1,ham
73,0,0,3,ham
191,0,0,2,ham
100,0,2,1,ham
34,0,0,1,ham
152,0,2,4,spam
31,0,0,1,ham
154,0,0,2,ham
155,0,7,2,spam
98,0,1,1,ham
107,0,0,2,ham
27,0,0,1,ham
156,1,5,2,spam
59,0,0,1,ham
57,0,0,1,ham
136,0,1,3,ham
56,0,0,1,ham
77,0,1,1,ham
44,0,0,1,ham
46,0,0,1,ham
53,0,0,1,ham
32,0,0,1,ham
31,0,1,1,ham
55,0,0,1,ham
40,0,0,1,ham
51,0,0,1,ham
39,0,0,1,ham
43,0,0,1,ham
35,0,0,1,ham
133,0,2,2,ham
158,0,0,3,ham
48,0,1,1,ham
37,0,0,1,ham
169,0,0,3,ham
135,0,0,7,ham
33,0,0,1,ham
52,0,0,1,ham
29,0,0,1,ham
29,0,0,1,ham
103,0,3,2,ham
55,0,0,1,ham
150,0,6,3,spam
24,0,0,1,ham
54,0,0,1,ham
43,0,0,1,ham
179,2,7,2,spam
23,0,0,1,ham
51,0,0,1,ham
40,0,0,2,ham
155,0,2,2,ham
83,0,1,2,ham
26,0,0,1,ham
38,0,0,1,ham
82,0,0,2,ham
38,0,0,1,ham
26,0,0,1,ham
25,0,0,1,ham
24,0,0,1,ham
58,0,0,1,ham
46,0,0,2,ham
90,0,0,3,ham
128,0,0,2,ham
70,0,1,1,ham
30,0,0,1,ham
159,2,5,3,spam
44,0,1,1,ham
69,0,0,1,ham
42,0,0,1,ham
21,0,0,1,ham
158,0,0,6,ham
127,0,0,2,ham
39,0,1,1,ham
47,0,0,1,ham
65,0,0,1,ham
36,0,0,1,ham
114,0,4,2,spam
36,0,0,1,ham
37,0,0,1,ham
31,0,0,1,ham
18,0,0,1,ham
86,0,0,2,ham
159,0,0,2,ham
92,0,0,1,ham
39,0,0,1,ham
28,0,0,1,ham
66,0,0,1,ham
197,0,4,3,spam
35,0,0,1,ham
37,0,0,2,ham
38,0,0,1,ham
34,0,0,2,ham
156,0,9,1,spam
34,0,0,1,ham
30,0,0,1,ham
45,0,0,1,ham
137,0,2,2,ham
24,0,0,1,ham
51,0,0,2,ham
293,0,1,3,ham
28,0,0,1,ham
37,0,0,1,ham
33,0,2,1,ham
33,1,1,1,ham
49,0,0,2,ham
263,0,0,2,ham
50,0,0,1,ham
26,0,0,1,ham
39,0,0,1,ham
13,0,4,1,spam
58,0,0,2,ham
62,0,0,1,ham
70,0,0,1,ham
50,0,0,1,ham
38,0,0,1,ham
62,0,0,1,ham
152,0,0,4,ham
147,0,5,2,spam
158,0,0,3,ham
45,0,0,1,ham
22,0,0,1,ham
26,0,0,1,ham
101,0,1,1,spam
43,0,0,1,ham
48,0,0,1,ham
109,0,2,2,spam
48,0,0,1,ham
162,0,0,3,ham
30,0,0,1,ham
110,0,0,2,ham
158,0,8,2,spam
34,0,0,1,ham
65,0,0,1,ham
137,0,5,1,spam
23,0,0,1,ham
35,0,0,1,ham
22,0,0,1,ham
96,0,1,2,ham
75,0,0,2,ham
81,0,0,1,ham
37,0,0,1,ham
71,0,0,2,ham
21,0,0,1,ham
